ORDER_ID,CUST_ID,CUST_ID_CHAR,CUST_ID_DUP,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE
631,11337,C11337,C11337,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.37,NE175 ,3/16/2009 05:47:25.000 PM,05/08/09
632,11569,C11569,C11569,11/19/2008 12:00:00.000 AM,11/19/2008 04:34:16.169 AM,6.37,WE355 ,12/10/2008 12:00:00.000 AM,20/12/08
633,12516,C12516,C12516,5/6/2007 12:00:00.000 AM,5/6/2007 09:11:26.077 AM,6.37,NC169 ,6/10/2007 12:00:00.000 AM,20/06/07
634,11470,C11470,C11470,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.37,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
635,11392,C11392,C11392,8/10/2008 12:00:00.000 AM,8/10/2008 10:07:24.145 PM,6.37,NW382 ,9/8/2008 12:00:00.000 AM,10/08/08
636,11971,C11971,C11971,1/3/2008 12:00:00.000 AM,1/3/2008 03:47:56.111 PM,14.28,SC259 ,2/10/2008 12:00:00.000 AM,20/02/08
637,12376,C12376,C12376,11/12/2008 12:00:00.000 AM,12/12/2008 03:19:56.043 AM,14.28,SE139 ,1/23/2009 12:00:00.000 AM,03/02/09
638,11276,C11276,C11276,8/1/2007 12:00:00.000 AM,8/1/2007 03:29:06.075 PM,14.28,SW406 ,10/15/2007 12:00:00.000 AM,03/11/07
639,12365,C12365,C12365,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,14.28,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
640,11916,C11916,C11916,3/28/2008 12:00:00.000 AM,3/28/2008 11:58:44.265 PM,30,SC322 ,4/20/2008 12:00:00.000 AM,10/05/08
641,10527,C10527,C10527,1/28/2008 12:00:00.000 AM,1/28/2008 01:13:54.169 PM,16.85,NE106 ,2/26/2008 12:00:00.000 AM,07/03/08
642,11107,C11107,C11107,1/24/2008 12:00:00.000 AM,1/24/2008 11:13:54.169 PM,19.05,SE400 ,2/26/2008 12:00:00.000 AM,07/03/08
643,12164,C12164,C12164,3/10/2008 12:00:00.000 AM,3/10/2008 06:22:36.169 AM,21.97,NC166 ,3/20/2008 12:00:00.000 AM,30/03/08
644,11664,C11664,C11664,4/13/2008 12:00:00.000 AM,4/13/2008 11:47:55.166 PM,17.87,WE151 ,4/22/2008 12:00:00.000 AM,29/04/08
645,12092,C12092,C12092,9/25/2008 12:00:00.000 AM,9/25/2008 04:43:54.169 PM,13.25,NE103 ,10/20/2008 12:00:00.000 AM,27/10/08
646,12302,C12302,C12302,7/29/2008 12:00:00.000 AM,7/29/2008 08:59:06.075 PM,19.25,SC325 ,6/16/2008 12:00:00.000 AM,27/06/08
647,11159,C11159,C11159,11/11/2008 12:00:00.000 AM,11/11/2008 06:24:36.075 PM,23.78,SC328 ,12/13/2008 12:00:00.000 AM,20/12/08
648,11895,C11895,C11895,5/11/2007 12:00:00.000 AM,5/11/2007 05:11:26.077 AM,23.37,RP385 ,6/25/2007 12:00:00.000 AM,20/06/07
649,13294,C13294,C13294,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,6.15,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
650,13366,C13366,C13366,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,17.87,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
651,11459,C11459,C11459,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,43.89,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
652,10109,C10109,C10109,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,17.2,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
653,11380,C11380,C11380,2/5/2008 12:00:00.000 AM,2/5/2008 09:25:36.169 AM,9,SE133 ,2/20/2008 12:00:00.000 AM,07/03/08
654,10911,C10911,C10911,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,8.23,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
655,10232,C10232,C10232,6/1/2008 12:00:00.000 AM,6/1/2008 04:58:44.265 PM,8.23,NC361 ,7/20/2008 12:00:00.000 AM,30/07/08
656,11500,C11500,C11500,9/19/2008 12:00:00.000 AM,9/19/2008 07:57:35.166 PM,8.23,SE334 ,9/30/2008 12:00:00.000 AM,10/09/08
657,10738,C10738,C10738,3/19/2008 12:00:00.000 AM,3/19/2008 02:22:36.169 AM,8.23,SW148 ,4/3/2008 12:00:00.000 AM,19/04/08
658,11981,C11981,C11981,8/17/2007 12:00:00.000 AM,8/17/2007 06:19:46.073 AM,8.23,NW250 ,11/21/2007 12:00:00.000 AM,03/12/07
659,11034,C11034,C11034,8/17/2007 12:00:00.000 AM,8/17/2007 06:19:46.073 AM,8.23,NW250 ,11/21/2007 12:00:00.000 AM,03/12/07
660,11581,C11581,C11581,4/14/2009 12:00:00.000 AM,4/14/2009 07:32:45.034 AM,8.23,NE301 ,7/23/2009 12:00:00.000 AM,12/08/09
661,12232,C12232,C12232,2/9/2008 12:00:00.000 AM,2/9/2008 06:50:44.265 PM,8.23,RP253 ,2/28/2008 12:00:00.000 AM,10/03/08
662,11393,C11393,C11393,2/5/2008 12:00:00.000 AM,2/5/2008 09:25:36.169 AM,8.23,SE133 ,2/20/2008 12:00:00.000 AM,07/03/08
663,11491,C11491,C11491,3/10/2008 12:00:00.000 AM,3/10/2008 06:22:36.169 AM,8.23,NC166 ,3/20/2008 12:00:00.000 AM,30/03/08
664,10492,C10492,C10492,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,8.23,WE289 ,3/16/2009 05:47:25.000 PM,05/08/09
665,13404,C13404,C13404,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,8.23,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
666,11106,C11106,C11106,9/25/2008 12:00:00.000 AM,9/25/2008 04:43:54.169 PM,8.23,NE103 ,10/20/2008 12:00:00.000 AM,27/10/08
667,11251,C11251,C11251,8/23/2008 12:00:00.000 AM,8/23/2008 10:47:24.175 PM,11.85,SC193 ,9/10/2008 12:00:00.000 AM,20/08/08
668,10737,C10737,C10737,8/19/2008 12:00:00.000 AM,8/19/2008 01:34:16.169 AM,11.85,SE403 ,8/29/2008 12:00:00.000 AM,09/09/08
669,12059,C12059,C12059,6/23/2008 12:00:00.000 AM,6/23/2008 03:29:06.075 PM,11.85,NC298 ,7/15/2008 12:00:00.000 AM,27/07/08
670,10075,C10075,C10075,1/20/2008 12:00:00.000 AM,1/20/2008 10:39:06.075 PM,11.85,SC130 ,2/10/2008 12:00:00.000 AM,27/02/08
671,12371,C12371,C12371,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,11.85,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
672,13335,C13335,C13335,1/3/2008 12:00:00.000 AM,1/3/2008 03:47:56.111 PM,11.85,SC259 ,2/10/2008 12:00:00.000 AM,20/02/08
673,11240,C11240,C11240,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,11.85,SW211 ,3/16/2009 05:47:25.000 PM,05/08/09
674,11668,C11668,C11668,5/30/2008 12:00:00.000 AM,5/30/2008 05:27:39.114 PM,11.85,NC427 ,6/20/2008 12:00:00.000 AM,10/07/08
675,12829,C12829,C12829,11/9/2008 12:00:00.000 AM,11/9/2008 05:33:26.077 PM,11.85,SE397 ,12/8/2008 12:00:00.000 AM,20/12/08
676,12105,C12105,C12105,2/5/2008 12:00:00.000 AM,2/5/2008 09:25:36.169 AM,11.85,SE133 ,2/20/2008 12:00:00.000 AM,07/03/08
677,10376,C10376,C10376,1/1/2008 12:00:00.000 AM,1/1/2008 03:47:56.111 PM,11.85,WE418 ,2/2/2008 12:00:00.000 AM,10/02/08
678,12046,C12046,C12046,7/29/2008 12:00:00.000 AM,7/29/2008 08:59:06.075 PM,11.85,SC325 ,6/16/2008 12:00:00.000 AM,27/06/08
679,11626,C11626,C11626,11/11/2008 12:00:00.000 AM,11/11/2008 01:34:16.169 AM,11.85,NW115 ,12/8/2008 12:00:00.000 AM,19/12/08
680,13290,C13290,C13290,1/16/2008 12:00:00.000 AM,1/16/2008 08:13:54.169 AM,5.85,NC292 ,2/10/2008 12:00:00.000 AM,27/02/08
681,10939,C10939,C10939,5/12/2008 12:00:00.000 AM,5/12/2008 08:07:36.111 PM,5.85,NC424 ,6/20/2008 12:00:00.000 AM,01/07/08
682,10814,C10814,C10814,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,5.85,SC394 ,3/16/2009 05:47:25.000 PM,05/08/09
683,11013,C11013,C11013,5/19/2008 12:00:00.000 AM,5/19/2008 08:47:39.114 PM,5.85,SC388 ,6/2/2008 12:00:00.000 AM,15/06/08
684,10904,C10904,C10904,5/11/2007 12:00:00.000 AM,5/11/2007 05:11:26.077 AM,5.85,RP385 ,6/25/2007 12:00:00.000 AM,20/06/07
685,10769,C10769,C10769,9/10/2008 12:00:00.000 AM,9/10/2008 08:27:55.166 PM,5.85,SE271 ,9/30/2008 12:00:00.000 AM,10/09/08
686,11191,C11191,C11191,5/12/2008 12:00:00.000 AM,5/12/2008 08:07:36.111 PM,5.85,NC424 ,6/20/2008 12:00:00.000 AM,01/07/08
687,10764,C10764,C10764,12/10/2008 12:00:00.000 AM,12/10/2008 01:32:59.136 AM,5.85,NC232 ,1/22/2009 12:00:00.000 AM,25/01/09
688,11850,C11850,C11850,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,5.85,RP121 ,3/16/2009 05:47:25.000 PM,05/08/09
689,10367,C10367,C10367,8/13/2008 12:00:00.000 AM,8/13/2008 08:33:26.077 PM,5.85,WE154 ,9/8/2007 12:00:00.000 AM,20/09/07
690,11656,C11656,C11656,5/1/2008 12:00:00.000 AM,5/1/2008 04:58:44.265 PM,5.85,SW343 ,5/20/2008 12:00:00.000 AM,30/05/08
691,11183,C11183,C11183,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,5.85,SW412 ,3/16/2009 05:47:25.000 PM,05/08/09
692,11858,C11858,C11858,11/10/2008 12:00:00.000 AM,11/10/2008 05:43:54.241 PM,5.85,NE373 ,11/30/2008 12:00:00.000 AM,12/12/08
693,13365,C13365,C13365,1/16/2008 12:00:00.000 AM,1/16/2008 08:13:54.169 AM,7.85,NC292 ,2/10/2008 12:00:00.000 AM,27/02/08
694,10052,C10052,C10052,4/10/2008 12:00:00.000 AM,4/10/2008 10:47:52.166 PM,7.85,NE241 ,4/22/2008 12:00:00.000 AM,25/04/08
695,13202,C13202,C13202,12/10/2008 12:00:00.000 AM,12/10/2008 01:32:59.136 AM,7.85,NC232 ,1/22/2009 12:00:00.000 AM,25/01/09
696,11368,C11368,C11368,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,7.85,SW412 ,3/16/2009 05:47:25.000 PM,05/08/09
697,11996,C11996,C11996,10/20/2008 12:00:00.000 AM,10/20/2008 08:07:39.114 PM,7.85,WE286 ,11/20/2008 12:00:00.000 AM,30/11/08
698,12898,C12898,C12898,8/3/2008 12:00:00.000 AM,8/3/2008 05:27:54.295 PM,7.85,NE172 ,9/2/2008 12:00:00.000 AM,10/08/08
699,12101,C12101,C12101,8/10/2008 12:00:00.000 AM,8/10/2008 10:07:24.145 PM,7.85,NW382 ,9/8/2008 12:00:00.000 AM,10/08/08
700,11468,C11468,C11468,10/26/2008 12:00:00.000 AM,10/26/2008 08:07:39.114 PM,7.85,SC256 ,11/10/2008 12:00:00.000 AM,14/11/08
701,10156,C10156,C10156,5/18/2008 12:00:00.000 AM,5/18/2008 11:58:44.265 PM,7.85,SW145 ,6/28/2008 12:00:00.000 AM,10/07/08
702,13489,C13489,C13489,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,7.85,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
703,10030,C10030,C10030,9/12/2008 12:00:00.000 AM,9/12/2008 06:11:26.077 AM,7.85,SE136 ,9/29/2008 12:00:00.000 AM,09/10/08
704,13296,C13296,C13296,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,7.85,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
705,10575,C10575,C10575,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,7.85,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
706,13265,C13265,C13265,5/13/2008 12:00:00.000 AM,5/13/2008 04:58:44.265 PM,16.33,NW313 ,5/28/2008 12:00:00.000 AM,30/05/08
707,13215,C13215,C13215,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,22.5,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
708,11343,C11343,C11343,11/19/2008 12:00:00.000 AM,11/19/2008 04:34:16.169 AM,14.28,WE355 ,12/10/2008 12:00:00.000 AM,20/12/08
709,11393,C11393,C11393,5/1/2008 12:00:00.000 AM,5/1/2008 04:58:44.265 PM,6.37,SW343 ,5/20/2008 12:00:00.000 AM,30/05/08
710,13481,C13481,C13481,6/29/2008 12:00:00.000 AM,6/29/2008 04:50:44.265 PM,33.99,SC127 ,7/20/2008 12:00:00.000 AM,30/07/08
711,13253,C13253,C13253,9/16/2007 12:00:00.000 AM,9/16/2007 09:11:26.077 AM,7.85,NE370 ,9/30/2007 12:00:00.000 AM,09/10/07
712,12641,C12641,C12641,4/14/2009 12:00:00.000 AM,4/14/2009 07:32:45.034 AM,21.97,NE301 ,7/23/2009 12:00:00.000 AM,12/08/09
713,11878,C11878,C11878,11/18/2008 12:00:00.000 AM,11/18/2008 09:33:44.241 PM,26.87,NE367 ,12/10/2008 12:00:00.000 AM,20/12/08
714,10194,C10194,C10194,2/6/2008 12:00:00.000 AM,2/6/2008 01:07:36.111 PM,23.12,NW379 ,2/20/2008 12:00:00.000 AM,01/03/08
715,11312,C11312,C11312,8/17/2007 12:00:00.000 AM,8/17/2007 06:19:46.073 AM,16.83,NW250 ,11/21/2007 12:00:00.000 AM,03/12/07
716,10422,C10422,C10422,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,17.87,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
717,11532,C11532,C11532,3/19/2008 12:00:00.000 AM,3/19/2008 02:22:36.169 AM,3.88,SW148 ,4/3/2008 12:00:00.000 AM,19/04/08
718,12025,C12025,C12025,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,33.99,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
719,11994,C11994,C11994,2/9/2008 12:00:00.000 AM,2/9/2008 06:50:44.265 PM,7.85,RP253 ,2/28/2008 12:00:00.000 AM,10/03/08
720,11192,C11192,C11192,4/10/2008 12:00:00.000 AM,4/10/2008 06:36:44.265 PM,6.37,NW310 ,4/29/2008 12:00:00.000 AM,10/05/08
721,12101,C12101,C12101,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,23.89,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
722,12156,C12156,C12156,3/8/2009 12:00:00.000 AM,3/8/2009 08:32:45.073 PM,11.35,NE304 ,6/8/2009 12:00:00.000 AM,15/07/09
723,12559,C12559,C12559,4/29/2008 12:00:00.000 AM,4/29/2008 08:59:06.075 PM,21.97,WE349 ,6/15/2008 12:00:00.000 AM,27/06/08
724,13519,C13519,C13519,7/29/2008 12:00:00.000 AM,7/29/2008 08:59:06.075 PM,10.45,SC325 ,6/16/2008 12:00:00.000 AM,27/06/08
725,11254,C11254,C11254,1/28/2008 12:00:00.000 AM,1/28/2008 01:13:54.169 PM,10.45,NE106 ,2/26/2008 12:00:00.000 AM,07/03/08
726,13166,C13166,C13166,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,68.57,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
727,12038,C12038,C12038,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,50,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
728,11319,C11319,C11319,1/6/2008 12:00:00.000 AM,1/6/2008 06:23:54.169 PM,2.87,NW118 ,1/26/2008 12:00:00.000 AM,07/02/08
729,12593,C12593,C12593,5/19/2008 12:00:00.000 AM,5/19/2008 08:47:39.114 PM,16.83,SC388 ,6/2/2008 12:00:00.000 AM,15/06/08
730,11732,C11732,C11732,12/10/2008 12:00:00.000 AM,12/10/2008 01:32:59.136 AM,22.5,NC232 ,1/22/2009 12:00:00.000 AM,25/01/09
731,13292,C13292,C13292,1/23/2008 12:00:00.000 AM,1/23/2008 06:23:54.169 PM,9,NC295 ,2/16/2008 12:00:00.000 AM,27/02/08
732,11821,C11821,C11821,6/29/2008 12:00:00.000 AM,6/29/2008 04:50:44.265 PM,23.12,SC127 ,7/20/2008 12:00:00.000 AM,30/07/08
733,11051,C11051,C11051,11/8/2008 12:00:00.000 AM,11/8/2008 09:33:44.241 PM,22.95,NW184 ,12/10/2008 12:00:00.000 AM,20/12/08
734,11350,C11350,C11350,10/26/2008 12:00:00.000 AM,10/26/2008 08:07:39.114 PM,5.85,SC256 ,11/10/2008 12:00:00.000 AM,14/11/08
735,10991,C10991,C10991,3/31/2008 12:00:00.000 AM,3/31/2008 06:57:39.114 PM,11.15,SW142 ,4/20/2008 12:00:00.000 AM,30/04/08
736,12041,C12041,C12041,3/28/2008 12:00:00.000 AM,3/28/2008 02:22:36.169 AM,13.7,WE421 ,4/3/2008 12:00:00.000 AM,19/04/08
737,13079,C13079,C13079,12/7/2008 12:00:00.000 AM,12/7/2008 08:43:52.166 AM,11.45,SW274 ,1/22/2009 12:00:00.000 AM,25/01/09
738,10327,C10327,C10327,1/28/2008 12:00:00.000 AM,1/28/2008 01:13:54.169 PM,11.85,NE106 ,2/26/2008 12:00:00.000 AM,07/03/08
739,13010,C13010,C13010,8/17/2007 12:00:00.000 AM,8/17/2007 06:19:46.073 AM,19.85,NW250 ,11/21/2007 12:00:00.000 AM,03/12/07
740,10909,C10909,C10909,8/10/2008 12:00:00.000 AM,8/10/2008 10:07:24.145 PM,11.15,NW382 ,9/8/2008 12:00:00.000 AM,10/08/08
741,12458,C12458,C12458,3/10/2008 12:00:00.000 AM,3/10/2008 06:22:36.169 AM,11.45,NC166 ,3/20/2008 12:00:00.000 AM,30/03/08
742,12638,C12638,C12638,8/31/2008 12:00:00.000 AM,8/31/2008 07:17:24.175 PM,11.45,NC100 ,9/10/2008 12:00:00.000 AM,20/08/08
743,13506,C13506,C13506,3/28/2008 12:00:00.000 AM,3/28/2008 02:22:36.169 AM,11.45,WE421 ,4/3/2008 12:00:00.000 AM,19/04/08
744,10281,C10281,C10281,1/28/2008 12:00:00.000 AM,1/28/2008 01:13:54.169 PM,11.45,NE106 ,2/26/2008 12:00:00.000 AM,07/03/08
745,10521,C10521,C10521,6/29/2008 12:00:00.000 AM,6/29/2008 04:50:44.265 PM,11.45,SC127 ,7/20/2008 12:00:00.000 AM,30/07/08
746,13055,C13055,C13055,6/23/2008 12:00:00.000 AM,6/23/2008 03:29:06.075 PM,11.45,NC298 ,7/15/2008 12:00:00.000 AM,27/07/08
747,10182,C10182,C10182,4/7/2008 12:00:00.000 AM,4/7/2008 08:47:52.166 AM,11.45,WE157 ,4/22/2008 12:00:00.000 AM,25/04/08
748,10307,C10307,C10307,9/12/2008 12:00:00.000 AM,9/12/2008 06:11:26.077 AM,11.45,SE136 ,9/29/2008 12:00:00.000 AM,09/10/08
749,12205,C12205,C12205,8/13/2008 12:00:00.000 AM,8/13/2008 08:33:26.077 PM,11.45,WE154 ,9/8/2007 12:00:00.000 AM,20/09/07
750,12750,C12750,C12750,1/22/2008 12:00:00.000 AM,1/22/2008 10:39:06.075 PM,11.45,SE337 ,3/10/2008 12:00:00.000 AM,27/03/08
751,12630,C12630,C12630,4/6/2008 12:00:00.000 AM,4/6/2008 01:07:36.111 PM,11.45,WE352 ,4/20/2008 12:00:00.000 AM,01/04/08
752,12113,C12113,C12113,8/13/2007 12:00:00.000 AM,8/13/2007 11:29:06.075 AM,11.45,SE208 ,12/21/2007 12:00:00.000 AM,03/01/08
753,12560,C12560,C12560,1/20/2008 12:00:00.000 AM,1/20/2008 08:43:54.169 PM,11.45,SW340 ,2/10/2008 12:00:00.000 AM,27/02/08
754,10010,C10010,C10010,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.15,SC124 ,3/16/2009 05:47:25.000 PM,05/08/09
755,13350,C13350,C13350,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,6.15,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
756,10893,C10893,C10893,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.15,NC163 ,3/16/2009 05:47:25.000 PM,05/08/09
757,13162,C13162,C13162,11/10/2008 12:00:00.000 AM,11/10/2008 05:43:54.241 PM,6.15,NE373 ,11/30/2008 12:00:00.000 AM,12/12/08
758,10327,C10327,C10327,12/25/2008 12:00:00.000 AM,12/25/2008 06:12:46.040 AM,6.15,SW280 ,2/23/2009 12:00:00.000 AM,03/03/09
759,11305,C11305,C11305,5/11/2007 12:00:00.000 AM,5/11/2007 05:11:26.077 AM,6.15,RP385 ,6/25/2007 12:00:00.000 AM,20/06/07
760,12632,C12632,C12632,6/9/2008 12:00:00.000 AM,6/9/2008 06:50:44.265 PM,6.15,WE223 ,6/28/2008 12:00:00.000 AM,10/07/08
761,11447,C11447,C11447,1/28/2008 12:00:00.000 AM,1/28/2008 01:13:54.169 PM,6.15,NE106 ,2/26/2008 12:00:00.000 AM,07/03/08
762,11561,C11561,C11561,11/9/2008 12:00:00.000 AM,11/9/2008 05:33:26.077 PM,6.15,SE397 ,12/8/2008 12:00:00.000 AM,20/12/08
763,10615,C10615,C10615,11/3/2008 12:00:00.000 AM,11/3/2008 08:44:16.169 AM,6.15,NE178 ,12/1/2008 12:00:00.000 AM,20/12/08
764,12667,C12667,C12667,4/2/2008 12:00:00.000 AM,4/2/2008 04:33:44.265 PM,6.15,NW112 ,4/28/2008 12:00:00.000 AM,30/05/08
765,10536,C10536,C10536,3/14/2008 12:00:00.000 AM,3/14/2008 02:22:36.169 AM,6.15,SW214 ,3/29/2008 12:00:00.000 AM,09/04/08
766,10092,C10092,C10092,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,6.15,SW211 ,3/16/2009 05:47:25.000 PM,05/08/09
767,12213,C12213,C12213,12/25/2008 12:00:00.000 AM,12/25/2008 09:32:50.226 AM,13.51,NW247 ,1/9/2009 12:00:00.000 AM,15/01/09
768,11937,C11937,C11937,5/11/2007 12:00:00.000 AM,5/11/2007 05:11:26.077 AM,13.51,RP385 ,6/25/2007 12:00:00.000 AM,20/06/07
769,10017,C10017,C10017,1/6/2008 12:00:00.000 AM,1/6/2008 06:23:54.169 PM,13.51,NW118 ,1/26/2008 12:00:00.000 AM,07/02/08
770,10886,C10886,C10886,4/14/2009 12:00:00.000 AM,4/14/2009 07:32:45.034 AM,13.51,NE301 ,7/23/2009 12:00:00.000 AM,12/08/09
771,13497,C13497,C13497,5/1/2008 12:00:00.000 AM,5/1/2008 04:58:44.265 PM,13.51,SW343 ,5/20/2008 12:00:00.000 AM,30/05/08
772,13391,C13391,C13391,5/12/2008 12:00:00.000 AM,5/12/2008 08:07:36.111 PM,13.51,NC424 ,6/20/2008 12:00:00.000 AM,01/07/08
773,10077,C10077,C10077,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,13.51,SW412 ,3/16/2009 05:47:25.000 PM,05/08/09
774,13202,C13202,C13202,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,13.51,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
775,12082,C12082,C12082,8/31/2008 12:00:00.000 AM,8/31/2008 07:17:24.175 PM,13.51,NC100 ,9/10/2008 12:00:00.000 AM,20/08/08
776,10598,C10598,C10598,6/26/2008 12:00:00.000 AM,6/26/2008 03:29:06.075 PM,13.51,NC358 ,7/13/2008 12:00:00.000 AM,23/07/08
777,11695,C11695,C11695,4/14/2009 12:00:00.000 AM,4/14/2009 07:32:45.034 AM,13.51,NE301 ,7/23/2009 12:00:00.000 AM,12/08/09
778,10630,C10630,C10630,9/10/2008 12:00:00.000 AM,9/10/2008 08:27:55.166 PM,13.51,SE271 ,9/30/2008 12:00:00.000 AM,10/09/08
779,12122,C12122,C12122,2/29/2008 12:00:00.000 AM,2/29/2008 10:39:06.075 PM,13.51,SE331 ,3/17/2008 12:00:00.000 AM,27/03/08
780,11807,C11807,C11807,3/16/2009 05:47:25.000 PM,3/16/2009 05:47:25.112 PM,11.15,RP121 ,3/16/2009 05:47:25.000 PM,05/08/09
781,10354,C10354,C10354,8/9/2008 12:00:00.000 AM,8/9/2008 02:48:36.075 AM,11.15,NW376 ,9/16/2008 12:00:00.000 AM,20/09/08
782,11296,C11296,C11296,11/8/2008 12:00:00.000 AM,11/8/2008 09:33:44.241 PM,9.22,NW184 ,12/10/2008 12:00:00.000 AM,20/12/08
783,11066,C11066,C11066,11/17/2008 12:00:00.000 AM,11/17/2008 05:43:54.169 PM,9.22,NW316 ,11/30/2008 12:00:00.000 AM,12/12/08
784,10451,C10451,C10451,6/11/2008 12:00:00.000 AM,6/11/2008 03:36:44.265 PM,9.22,RP319 ,7/10/2008 12:00:00.000 AM,20/07/08
785,12987,C12987,C12987,4/9/2008 12:00:00.000 AM,4/9/2008 07:27:56.111 PM,9.22,SE268 ,12/5/2008 12:00:00.000 AM,16/12/08
786,10757,C10757,C10757,1/6/2008 12:00:00.000 AM,1/6/2008 06:23:54.169 PM,9.22,NW118 ,1/26/2008 12:00:00.000 AM,07/02/08
787,13065,C13065,C13065,5/11/2008 12:00:00.000 AM,5/11/2008 09:27:55.166 PM,9.22,SW217 ,5/30/2008 12:00:00.000 AM,10/06/08
788,12614,C12614,C12614,5/11/2007 12:00:00.000 AM,5/11/2007 05:11:26.077 AM,9.22,RP385 ,6/25/2007 12:00:00.000 AM,20/06/07
789,10531,C10531,C10531,6/11/2008 12:00:00.000 AM,6/11/2008 03:36:44.265 PM,9.22,RP319 ,7/10/2008 12:00:00.000 AM,20/07/08
790,13379,C13379,C13379,8/25/2008 12:00:00.000 AM,8/25/2008 04:39:06.075 PM,9.22,NC160 ,9/19/2008 12:00:00.000 AM,27/09/08
791,10903,C10903,C10903,11/11/2008 12:00:00.000 AM,11/11/2008 09:47:56.111 PM,9.22,WE220 ,12/16/2008 12:00:00.000 AM,25/12/08
792,10019,C10019,C10019,1/3/2008 12:00:00.000 AM,1/3/2008 03:47:56.111 PM,9.22,SC259 ,2/10/2008 12:00:00.000 AM,20/02/08
793,10392,C10392,C10392,12/10/2008 12:00:00.000 AM,12/10/2008 01:32:59.136 AM,9.22,NC232 ,1/22/2009 12:00:00.000 AM,25/01/09
794,12162,C12162,C12162,11/18/2008 12:00:00.000 AM,11/18/2008 09:33:44.241 PM,9.22,NE367 ,12/10/2008 12:00:00.000 AM,20/12/08
795,13493,C13493,C13493,4/7/2008 12:00:00.000 AM,4/7/2008 08:47:52.166 AM,14.8,WE157 ,4/22/2008 12:00:00.000 AM,25/04/08
796,12808,C12808,C12808,8/3/2008 12:00:00.000 AM,8/3/2008 05:27:54.295 PM,14.8,NE172 ,9/2/2008 12:00:00.000 AM,10/08/08
797,12954,C12954,C12954,4/18/2008 12:00:00.000 AM,4/18/2008 01:02:36.169 AM,14.8,SC262 ,5/9/2008 12:00:00.000 AM,19/05/08
